screen_name,text,polarity,,,
kilamrnb,@malikcranberry it means kill myself !,negative,,,
cranberrylogo,@Marianne0647 If it worked on that principle alone they will obviously end up with no one they can take on when their staff die.,negative,,,
EmilyyWorth,"@marykavanagh1 quotes ""I'm not being funny but if alcohol was banned life wouldn't be worth living""",negative,,,
emmalbriggs,@meganpricey  hahaha!! Life without them is not worth living xxxxxxxx,negative,,,
BrittanyNM2014,"@megblovesjesus yeah but when you TRY to, that's called suicide. My parents don't deserve that ish.",negative,,,
LXZMARIA,@Michael5SOS i wish i could just go to sleep forever and nevet wake up and just always continue dreaming that dream,negative,,,
couchsecurity,"@MichaelBerrySho if I cant be ""equally yoked"", I will die alone. I refuse. Well, maybe not alone, if I'm single at 50 I'm moving to Thailand",negative,,,
iamnik7,@micromax_mobile 4. Hey my ice cream please accept my love letter otherwise i wil suicide in  jar #CanSpreadLove,positive,,,
MormonTrumpeter,@miss_mormon oh don't commit suicide please.... :'(,negative,,,
samanthasilvaa,@missy_palazzo this is my suicide note i think,negative,,,
AdmiralMerps,@MrTroug @LeeaXIV Well... I bought a tux in less than an hour than had to wait 6 hours to get more suicide fuel. I ran away to drink.,negative,,,
haddi__7,@Najiyaxox @luckyyy_luciano nooo lol it seems like you're gonna be dead by then,negative,,,
rexnfx,"@Nessajoy yeah yeah yeah ""just go to sleep forever"" huh good one ness",positive,,,
Amandacupcake81,"@NicholasKThinks I hear if you put a pillow over their face and sing a lullaby, they gently go to sleep...forever. No more snoring.",negative,,,
sahilhandapanda,@nikitathakz THAT CALL  worry.....emotional....happy....amazed....sad....depressing.....suicidal,negative,,,
bIondesoIo,"@noellevator_ PLEASE ME OR I WILL HAVE 0/4 FOREVER :'( PLEASE I WILL DO EVERYTHING FOR IT

BUT I NEED TO GO TO SLEEP NOW PLEASE PICK ME",negative,,,
bIondesoIo,"@noellevator_ PLEASE ME OR I WILL HAVE 0/4 FOREVER :'( PLEASE I WILL DO EVERYTHING FOR IT

BUT I NEED TO GO TO SLEEP NOW PLEASE PICK ME",negative,,,
quitlifeplease,@NottInteresting you make me want to kill myself.,negative,,,
AceFireFist4321,@OhnaTona NOOOOOO I will deal with you forever and a day so don't go to sleep for ever T___T,negative,,,
jonfeng1,@OliviaWard33 is this just for guys at his level? or does he not want to die of beard overheating in FL?,negative,,,
b4_zod,@OminousJazz those two kids i think in colorado who had a if our characters died suicide pact; this was back in tipper gore's pmrc time,negative,,,
Khadijaa_A,@Paigethacreator I really can't sleep and no Paige mama miss b proud got once forever stressing her out,negative,,,
turntrazor,@pantylie Why can't people just let Kurt be dead and rest in peace and stop bashing Courtney or yelling over the whole situation.,negative,,,
logandirtbrown,"@passengermusic ""Smile for the living get what you need & give what your given, life's for the living so live it or you're better off dead.""",positive,,,
kepteinyelchin,@PatrickStump what do you do when you feel like life's not worth living?,negative,,,
DaniCayetano,@Perryradio this is my long-term suicide plan,negative,,,
ChynaSIX,@petitenu i love you end of ive known U all my life and no argument man gurl dragon will change that my bloodline tbh,positive,,,
TyMartindale1,"@Phil_Up_Podraza ill kill myself and write my suicide letter in blood with your name in it!
Think im playin...",negative,,,
_izzy_t_,@PhoebeGrace14 @suicidal_911 same and it makes me so sad,negative,,,
kayleeliz23,@rachel_leeann16 @Jess1011 I might stay up till like 2 but that will be hard.. I am dead! And my dad just told me not to sleep now! Haha,negative,,,
GroveSoBrazy,@Ralphbutta it be forever than once you off only got like 2 3 hours before you gotta go to sleep to rest.,negative,,,
SippinHiTech,@RalphRetro better off dead,negative,,,
forever_coryM,@ReasonsCory every night before I go to sleep. To my posters of him when I'm lonely or sad. To the sky when I'm outside. Always. </3,negative,,,
ShinRaMole,"@RedSekhmet Mm. Yeah. He said you didn't need me, that you'd be better off without me. That you didn't want me. That if I loved you, I'd let",negative,,,
kelley_ann16,@Respect__Xtee forever jealous! Have fun and go to sleep trivida,positive,,,
HisForgotenSoul,"@RobertBEnglund dude, are you on lunch ? I've been waiting forever !! I'm about to go to sleep and dream of you lol",negative,,,
mikedenton_,@RobIsDeafening @rubyempire_ suicide silence sounded like they were being mixed to be listen to outside. big shame since crowds inside.,negative,,,
noirlatte,@rockinxrobby @MarisaRamirez18 @melhutch07 oh maslow.. he can die alone with fox while you work the streets with your man,negative,,,
Taylor21__,@RoyaltyQueen23 why do you want it to die,negative,,,
NateKingSoul,@RyuLondon they'll all be dead soon…,negative,,,
LoicLeClerc33,"@RZA ""I Cant Go to Sleep"" toujours aussi bon, à écouter en boucle #W #classic #thisIsHipHop #wutang #forever http://www.dailymotion.com/video/x25moj_wu-tang-clan-i-can-t-go-to-sleep-ft_music …",positive,,,
misogynbluu,@S_Beast I'm going to and I'm gonna put a screenshot of this tweet in my suicide note so you go to jail bitch,negative,,,
GennyRoman,@Sagieebooluvsu how should I do that? Lol sleep over? I'm like ready to jump off a bridge I'm so bored !,negative,,,
cuddlemelashton,"@sampottorff ilysm  you literally mean the whole world to me, I'm not even kidding. You make my life worth living  pic.twitter.com/beWRkvf182",negative,,,
sweetlysweeran,@sarahlatable same here and I want to die,negative,,,
wrathsloth,"@SciFriedEggs you can't discuss 80's flicks and ski trips without mentioning ""Savage""Steve Holland and BETTER OFF DEAD!",negative,,,
AbbyRoseHorton,@SCrawfordx lmao so gonna die alone,negative,,,
JackJackie511,@SCSK12Unified UHHHAAAHHHHHH YOU PEOPLE ARE THE REASON FOR MY SUICIDE,negative,,,
Rev_Suicide,"@SenMikeLee LMAO! The plan is good but the ""TEA"" act? Love it!!!",positive,,,
misscupcake1031,@shakiraweed that's messed up if your gonna kill yourself if he won't follow you. I'm suicidal because people tell me that no one cares.,negative,,,
blemur,"@Shasta_Otter @artdecaderoo wow, a-as if I'd want that dweeb to kiss me, I'd rather die

*blushes*",negative,,,
MAGCON__OR__DIE,"@ShawnnMendes She's always in the corner playing on my mind, she's a little bit shorter a girl you never want to find",negative,,,
paigegreen12,@sheehanjen pretty much my life goal is to do artsy stuff and end up with a real ugly mug I never let go off,negative,,,
GraveyDice,"@SIMNZ @lucymk :-). I tell ya, a couple of years back I went through a period of 6 months of daily suicidal ideations. When I finally got>>",negative,,,
torr_16,@sinneJnitsuA Really? It feels like my suicide plan.,negative,,,
MischaGreenway,@SirMolagon it's concerning how this isn't our only suicide pact,negative,,,
Suicidal_Ana_,@skinnyprxncess omg I know!!!,positive,,,
ScarringSkin,"@skullsmally no..they hate me, they told me the family would be better off without me",negative,,,
splashthirty,"@Smoshytilda IM ON MY IPAD
I ALWAYS USE IT
BUT THEN THEY WILL KNOW
AND THEY WILL BAN ME FROM FELIX
THATS LIKE SUICIDE UGH",positive,,,
xTracyx3,@SoniaMockler I'm going to kill myself :L :L,negative,,,
Ieonardmccoy,@sourwolfs I REMEMBER WHEN I STARTED TEEN WOLF I WAS LIKE OH THIS ISNT TOO BAD AND NOW !!! I WANT TO DIE,positive,,,
zombiesohno,@southSaad hahaha he's gonna be singing better off dead every night to himself.,positive,,,
jpg_adrian,@SPObabbby if @SPObabbby doesn't notice me one day I'll hate my life forever. end of story,negative,,,
brenden_i,"@staceya_mazing oh wait that was an ADTR song. Ignore my last tweet,going to go kill myself now.",negative,,,
_iPinklace,@Starz_savage dead ass though they be watching me eat & shit lmfao,negative,,,
nicolearichter,@Steph_A_Wett because my life would end if you weren't alive . text me now.,negative,,,
suicide_motive9,"@stephanie7s
#QueNoAúnqueNoSeaMiProblema 8c
#Ya :V ¿Cúando? ;;;;
#QueNoEsMía uwú/(?)
#SNSDTourInPeru ´(???)",negative,,,
__KaremVR,@Suicidal_10 Pos sacamelos:c,negative,,,
Self_made_AJ_,@suicidal_girl__ @fatpiece0fshit stay strong beautiful xx,positive,,,
Suicidal_Ana_,@suicidxlflower  don't give up lovely we're all here for you,positive,,,
Suicidal_Ana_,@suicidxlflower I know I understand but believe me it'll get better. I know it will.,negative,,,
jejunetempest,@sunshinem0n Sounds like a suicide pact. Don't do it!,negative,,,
MCRGhostedAngel,@t33n4g3_d1rt84g omg i hate those girls! Those r the girls who pick on me for being suicidal.,negative,,,
SarahJayneBeyno,@TaliaFetch im still yet to start my poster or assignment but I have read! My lifes not worth living I swear..,negative,,,
RedTaylorr,@taylorswift13 #REDTourMNL2  woooo.. so depressed!!! My suicide letter is ready.,negative,,,
IamBiggieShorty,@TDawson21 I got this. I'm a Boss. I just TWERK they punk ass to commit suicide.,negative,,,
OhImFrozen,"@Teajey515 gooooood, life without internet is not one worth living",negative,,,
suicidal_lina,@TheFirstAye I just want a normal life,negative,,,
MrKittyPurry,@TheJWittz people keep opening the menu and its making me want to end my life,negative,,,
_ThatsFranchise,@TheKidSebass as ignorant as this sounds if he dropped dead this moment he would be the greatest rapper of all time.,negative,,,
Tremelo3,@thisisjackiej I'd kill myself trying to get in that pose,negative,,,
Lthewafflepwn,"@ToniBoger dude. You die, and I'll die. #suicidepact",negative,,,
Michael_Lasko,@TonySchimmenti suicide pact,negative,,,
seankelly09,@toriatoms well #whoneedsibiza  was hilarious and me and @Amy_Dorries don't need to suicide pact after all,positive,,,
irkdre,@trojanoxan better off without me,negative,,,
remmythical,"@Trunkenboldwtf now the next episodes will all just be ""let's find some golden apples, oh fuck there are some parkas, finally we're dead""",positive,,,
itssasss,@tylerlounds do u want to die,negative,,,
udvote,"@udvote udvote Sat 08 Mar, 23:59:08, One thing he knew: He did not want to die! Was there no way out? The answer came like a cry of relief",negative,,,
jenlyn_lucas,@UnicornXLord pwuahahahahah therapist omg  I din realize sigh I shall write my suicide letter now k bye,negative,,,
BigBrotherBlogs,"@valerie8494102 Yep, ready to jump in any chance she gets!",positive,,,
hermanngottlieb,"@valtrousers Ah, the naivety of someone who has never seen me just wake up.",negative,,,
TylerJayCurtis,"@Versacenothin I'm tired of winters shit actually, about ready to jump ship to Florida.",negative,,,
LorenaALLEN,@VLadXStar  jajajaja ponte a escuchar tu banda favorita Suicide silence o Simple plan,positive,,,
junaidDestra,"@wallflower_91 mine is so bad , that if I left a suicide note, they'll think I wrote some medical prescription before my death.",negative,,,
Dreesnuts,@whereyoufrum89 @omgwtfqdh Dont you forget our suicide pact!!!,negative,,,
Dreesnuts,@whereyoufrum89 @omgwtfqdh Dont you forget our suicide pact!!!,negative,,,
itsRitaOra,@winegomez i swear that is gonna be my suicide note,negative,,,
SuicideTalk,"@WinTheDietWar @bcuban #suicideprevention is not just abt saving lives, it's abt helping ppl feel that their lives are worth living.",negative,,,
modernistestate,@woozymachine if I never wake up..,negative,,,
BIGTONE_STL,@WWEUniverse #MabelMoments i will always remember as men on a mission may he forever sleep in peace,positive,,,
BrunettesInc,@xImjustbroken But none of that can happen if you carry out you plan. Suicide doesn't stop the bad things from happening; it eliminates the,negative,,,
sammiejd,@xoaleahaaa @nocarlexa @NiHao_Anna @Slurping_Los @FroganMeeman @jennaellschmidt does it come with a gun? I'd rather kill myself,negative,,,
Bryan_wright11,@Ymani__ you forever wanting to go to sleep,negative,,,
Suicidal_Harley,@younggotti33 why lol,negative,,,
Dawnstanhope,"@ZZWard: Better Off Dead - disturbing video...but for some reason, I like it! #pyscho #tunespeak #thriller http://tuns.pk/1kYKdNX ",negative,,,
SlothSaiyan,"[""Hey Saka guess what.""]""What?""{""Time for a midlife crisis!""} ""Wait what?""[""Yo friends are married and you're gonna die alone.""]""Stop. Now.""",negative,,,
___jnn,“@_russulle_: @Forever_kyeiwaa lol I bore plus am...” then sleep,positive,,,
_princessn,"“@Adore_Meousha: Ima die alone so I say fuck a friend, I'm about my business.” RT",negative,,,
jordanrhysholt,“@AnnieOVOXO: i always find myself listening to odd future if i'm angry” KILL EM AWWWW,positive,,,
_depressed101_,"“@AnonDepressed_: Someday my suicide note
will consist of nothing more 
but my anon account
and password.""  #deep",negative,,,
timelessbiebsx,"“@avonschanelx: 'im depressed and i want to end my life'
bitch you are 12” age doesn't matter depression is depression",negative,,,
AmyJoan3,“@AYYTONE402: I just want to legit break an ankle before I die.  Like I want to see blood & bone & all my bros screaming like girls.  ”,negative,,,
